"id","groupId","Authors","title","journal","volume","pages","date","bookTitle","note","publisher","editors","institution","tech","address"
"414","fahlman1991a"," S. Fahlman, ","   The recurrent cascade-correlation architecture,","","3 "," pp. 190-196, "," 1991. "," in Advances in Neural Information Pro--cessing Systems ",""," Morgan Kaufmann Publishers, ","R. Lippmann, J. Moody, and D. Touretzky, eds.","",""," (San Mateo, CA), "
"415","fahlman1991b"," Scott E. Fahlman and David B. McDonald. "," Design considerations for CMU common lisp. ",""," chapter 6, "," pages 137-156. "," 1991. "," Advanced Language Implementation,",""," The MIT Press, "," In Peter Lee, editor, ","","",""
"416","fahlman1991b"," Scott E. Fahlman and David B. McDonald. "," Design considerations for CMU common lisp. ",""," chapter 6, "," pages 137-156. "," 1991. "," Advanced Language Implementation,",""," The MIT Press, "," In Peter Lee, editor, ","","",""
"417","fahlman1991c"," Fahlman, S.E. "," The Recurrent Cascade-Correlation Architecture. ","","",""," (1991). ","","","",""," School of Computer Science, Carneige Mellon University, "," CMU-CS-91-100, "," Pittsburgh."
"418","fahlman1991c"," Scott E. Fahlman, ","   The Recurrent Cascade-Correlation Architecture, ","","",""," May ","","","",""," Dept. of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-91-100, ",""
"419","fahlman1991c"," Scott E. Fahlman, ","   The Recurrent Cascade-Correlation Architecture, ","","",""," May ","","","",""," Dept. of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-91-100, ",""
"420","fahlman1991c"," Scott E. Fahlman, ","   The Recurrent Cascade-Correlation Architecture, ","","",""," May ","","","",""," Dept. of Computer Science, Carnegie Mellon University, "," Technical Report CMU-CS-91-100, ",""
"421","fahlman1993a"," Scott E. Fahlman. "," Some thoughts on NETL 15 years later.","","","pages 85-89."," 1993."," Innovative Applications of Massive Parallelism, "," Working Notes, Spring Symposium Series, "," AAAI,"," In James Geller, editor,"," Stanford University. ","",""
"422","fahlman1993b"," Fahlman, S. E. "," CMU Benchmark Collection for Neural Net Learning Algorithms, ","","",""," (1993), ","","","",""," Carnegie Mellon University, School of Computer Science, ",""," Pittsburgh. "
"423","fahlman1996a"," S. E. Fahlman, L. D. Baker and J. A. Boyan, "," The Cascade 2 Learning Architecture, ","","",""," 1996. ","","","",""," CMU-CS-TR-96-184, Carnegie Mellon University, "," Technical Report, ",""
"424","fahlman1996a"," S. E. Fahlman, L. D. Baker and J. A. Boyan, "," The Cascade 2 Learning Architecture, ","","",""," 1996. ","","","",""," CMU-CS-TR-96-184, Carnegie Mellon University, "," Technical Report, ",""
"425","fahlman1996a"," S. E. Fahlman, L. D. Baker and J. A. Boyan, "," The Cascade 2 Learning Architecture, ","","",""," 1996. ","","","",""," CMU-CS-TR-96-184, Carnegie Mellon University, "," Technical Report, ",""
"426","fahln1993a"," Fahln, L.E.; C.G.Brown; O.Stahl; C.Carlsson. "," A Space Based Model for User Interaction in Shared Synthetic Environments. ","",""," 43-48. "," 1993. "," In Proceedings of InterCHI93 (Amsterdam).",""," ACM, NY: ","","","",""
"427","fahln1993a"," Fahln, L.E.; C.G.Brown; O.Stahl; C.Carlsson. "," A Space Based Model for User Interaction in Shared Synthetic Environments. ","",""," 43-48. "," 1993. "," In proceedings of the InterCHI93 conference (Amsterdam).",""," ACM, NY: ","","","",""
"428","forchheimer1983a"," R. Forchheimer and O. Fahlander, "," Low bit-rate coding through animation, ","",""," pp. 113-114, "," March "," in Proceedings Picture Coding Symposium (PCS-83), Davis, ","","","","","",""
"429","frankel1994a"," J.Frankel, L.Alvarez, R.Horowitz, and P.Li. ","   Robust Platoon Manuevers for AVHS, ","","","","","","","",""," University of California. "," UCB-PATH TECH NOTE 94-09, ",""
"430","hendren1992a"," L. J. Hendren, G. R. Gao, E. R. Altman, and C. Muk-erji. "," A register allocation framework based on hierarchical cyclic interval graphs. ","",""," pages 176-191. "," Oct. "," Proc. of the Intl. Conf. on Compiler Construction, number 641 in Lec. Notes in Comp. Sci., ",""," Springer-Verlag, "," In U. Kastens and P. Pfahler, editors, ","","",""
"431","herzog1995a"," Herzog, M.H. & Fahle, M. "," A recurrent model for learning a hyperacuity task. "," Perception, "," 24, ",""," (1995)","","","","","","",""
"432","hoehfeld1992a"," Hoehfeld, M. and Fahlman, S. E. "," Learning with limited numerical precision using the cascade-correlation algorithm. ","","",""," 1991. ","","","",""," School of Computer Science, Carnegie-Mellon University, "," Preprint, "," Pittsburgh, PA, "
"433","hoehfeld1992a"," M. H. Hoehfeld and S. Fahlman. "," Learning with Limited Numerical Precision Using the Cascade-Correlation Algorithm. "," IEEE Transactions on Neural Networks, "," vol. 3, no. 4, ",""," July ","","","","","","",""
"434","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem, ",""," Vol. 641,"," pp.  125-140"," October 5-7, "," in Proceedings of the Fourth International Conference on Compiler Construction, "," Lecture Notes in Computer Science,"," Pfahler,Springer-Verlag, "," U. Kastens and P. ed. ","",""," Paderborn FRG, "
"435","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem, ",""," Vol. 641,","pp. 125-140 "," October 5-7, ","in Proceedings of the Fourth International Conference on Compiler Construction, "," Lecture Notes in Computer Science,"," Springer-Verlag, "," U. Kastens and P. Pfahler, ed. ","",""," FRG, Paderborn "
"436","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,",""," Vol. 641, "," pp.125-140 "," October 5-7, ","in Proceedings of the Fourth International Conference on Compiler Construction,"," Lecture Notes in Computer Science,"," Springer-Verlag, "," U. Kastens and P. Pfahler, ed. ","",""," FRG, Paderborn "
"437","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,","","Vol. 641,"," pp. 125-140"," October 5-7, "," in Proceedings of the Fourth International Conference on Compiler Construction,"," Lecture Notes in Computer Science,"," Springer-Verlag, "," U. Kastens and P. Pfahler, ed. ","",""," FRG, Paderborn "
"438","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,",""," Vol. 641, "," pp.125-140 "," Oct. ","in Proc. of the Fourth Int. Conf. on Comp. Construct.,"," Lec. Notes in Comp. Sci.,"," Pfahler,Springer-Verlag, "," U. Kastens and P. ed. ","",""," FRG, Paderborn "
"439","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,",""," Vol. 641, "," pp. 125-140 "," Oct. ","in Proc. of the Fourth Int. Conf. on Comp. Construct.,"," Lec. Notes in Comp. Sci.,"," Pfahler,Springer-Verlag, "," U. Kastens and P. ed.","",""," FRG, Paderborn "
"440","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,",""," Vol. 641,"," pp. 125-140"," October 5-7, "," in Proceedings of the Fourth International Conference on Compiler Construction,"," Lecture Notes in Computer Science,"," Pfahler,Springer-Verlag, "," U. Kastens and P. ed.","",""," FRG, paderborn "
"441","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,","","Vol. 641,"," pp. 125-140"," October 5-7, "," in Proceedings of the Fourth International Conference on Compiler Construction,"," Lecture Notes in Computer Science,"," Pfahler,Springer-Verlag, "," U. Kastens and P. ed. ","",""," FRG, Paderborn, "
"442","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,",""," Vol. 641,"," pp.125-140 "," October 5-7, ","in Proceedings of the Fourth International Conference on Compiler Construction,"," Lecture Notes in Computer Science,"," Pfahler, "," U. Kastens and P. ed.  ","",""," FRG, paderborn"
"443","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,",""," Vol. 641,"," pp.125-140"," October 5-7, "," in Proceedings of the Fourth International Conference on Compiler Construction,"," Lecture Notes in Computer Science,"," Pfahler,Springer-Verlag, "," U. Kastens and P. ed. ","",""," FRG, Paderborn,"
"444","knoop1992a 55."," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,",""," Vol. 641,"," pp. 125-140 "," Oct. ","in Proc. of the Fourth Int. Conf. on Comp. Construct.,"," Lec. Notes in Comp. Sci.,"," Pfahler,Springer-Verlag, "," U. Kastens and P. ed. ","",""," FRG, Paderborn,"
"445","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,",""," Vol. 641, "," pp.125-140"," October 5-7, "," in Proceedings of the Fourth International Conference on Compiler Construction,"," Lecture Notes in Computer Science,"," Pfahler,Springer-Verlag, "," U. Kastens and P. ed ","",""," FRG, Paderborn "
"446","knoop1992a"," Knoop, J. and Steffen, B., "," The interprocedural coincidence theorem,",""," Vol. 641,"," pp. 125-140 "," October 5-7, ","in Proceedings of the Fourth International Conference on Compiler Construction,"," Lecture Notes in Computer Science,"," Pfahler,Springer-Verlag, "," U. Kastens and P. ed.  ","",""," FRG, Paderborn, "
"447","knoop1992a"," J. Knoop and B. Steffen. "," The interprocedural coincidence theorem. ","","  Vol. 641, "," pages 125-140. "," 1992. "," Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science",""," Springer Verlag, "," In U. Kastens and P. Pfahler, editors, ","","",""
"448","knoop1992a"," J. Knoop and B. Steffen. "," The interprocedural coincidence theorem. ",""," Vol. 641, "," pages 125-140. "," 1992. "," Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science",""," Springer Verlag, "," In U. Kastens and P. Pfahler, editors, ","","",""
"449","knoop1992a"," J. Knoop and B. Steffen. "," The interprocedural coincidence theorem. ",""," Vol. 641, "," pages 125-140, "," October "," In Proceedings of the Fourth International Conference on Compiler Construction, "," Appeared as Lecture Notes in Computer Science,"," Springer-Verlag, "," U. Kastens and P. Pfahler (eds.), ","",""," Paderborn, FRG, "
"450","knopp1992a"," Jurgen Knopp. "," Improving the performance of parallel lisp by compile time analysis. ","",""," pages 271-277. "," 1992. "," Compiler Construction, volume 641 of Lecture Notes in Computer Science, ",""," Springer-Verlag, "," In U. Kastnes and P. Pfahler, editors, ","","",""
"451","kriegel1993a"," Kriegel, H.P., Heep S., Fahldiek A., Mysliwitz N. ","   Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases. ","",""," pp. 349-360. ",""," Proc. 4th Int. Conf. DEXA 1993, ","","","","","",""
"452","kriegel1993a"," Kriegel, H.P., Heep S., Fahldiek A., Mysliwitz N. ","   Query Processing of Geometric Objects with Free Form Boundaries in Spatial Databases. ","",""," pp. 349-360. ",""," Proc. 4th Int. Conf. DEXA 1993, ","","","","","",""
"453","langendoen1992a"," Koen Langendoen and Pieter Hartel. FCG: "," a code generator for lazy functional languages. ","",""," pages 278-296, ","Oct 92. "," Proceedings of the Conference on Compiler Construction, ",""," Springer-Verlag. "," In P. Pfahler U. Kastens, editor, ","",""," Paderborn, Germany, "
"454","langendoen1992a"," K.G. Langendoen and P.H. Hartel, FCG: "," a code generator for lazy functional languages, in Compiler construction (CC), ","",""," pp 278-296, "," October "," Proceedings of the International Workshop on Compiler Construction, ","",""," Springer Verlag LNCS 641, U. Kastens and P. Pfahler (eds), ","","","Paderborn, Germany, "
"455","mcdonald1987a"," David B. McDonald, Scott E. Fahlman, and Skef Wholey. "," Internal design of cmu common lisp on the IBM RT PC. ","","",""," April ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-87-157, ",""
"456","pfahler1997a"," P. Pfahler and U. Kastens. "," Language design and implementation by selection. ","","",""," January "," In First ACM SIGPLAN Workshop on Domain-Specific Languages, ","","","","",""," Paris, France, "
"457","pfahler1997a"," P. Pfahler and U. Kastens. "," Language design and implementation by selection. ","","",""," January "," In First ACM SIGPLAN Workshop on Domain-Specific Languages, ","","","","",""," Paris, France, "
"458","poggio1992a"," Poggio, T., Fahle, M., and Edelman, S. "," Fast perceptual learning in visual hyperacuity. "," Science, "," 256 "," 1018-1021. "," (1992). ","","","","","","",""
"459","poggio1992a"," Poggio, T., Fahle, M., and Edelman, S. "," Fast perceptual learning in visual hyperacuity. "," Science, "," 256 "," 1018-1021. "," (1992). ","","","","","","",""
"460","poggio1992a"," Poggio, T., Fahle, M., and Edelman, S. "," Fast perceptual learning in visual hyperacuity. "," Science, "," 256 "," 1018-1021. "," (1992). ","","","","","","",""
"461","poggio1992a"," Poggio, T., Fahle, M., and Edelman, S. "," Fast perceptual learning in visual hyperacuity. "," Science, "," 256 "," 1018-1021. "," (1992). ","","","","","","",""
"462","poggio1992a"," Poggio, T., Fahle, M., and Edelman, S. "," Fast perceptual learning in visual hyperacuity. "," Science, "," 256 "," 1018-1021. "," (1992). ","","","","","","",""
"463","poggio1992a"," Poggio, T., Fahle, M., and Edelman, S. "," Fast perceptual learning in visual hyperacuity. "," Science, "," 256 "," 1018-1021. "," (1992b). ","","","","","","",""
"464","poggio1992a"," Poggio, T., Fahle, M., & Edelman, S. ","Fast perceptual learning in visual hyperacuity. "," Science, "," 256, "," 1018-1021. "," (1992) ","","","","","","",""
"465","poggio1992a"," T. Poggio, M. Fahle, and S. Edelman. "," Fast Per ceptual Learning in Visual Hyperacuity. "," Science, "," 256 "," 1018-1021, "," May ","","","","","","",""
"466","poggio1992a"," Poggio T, Fahle M, and Edelman S. "," Fast perceptual learning in visual hyperacuity. "," Science, "," 256 "," 1018-1021, "," 1992. ","","","","","","",""
"467","poggio1992b"," Poggio, T., Edelman, S., and Fahle, M. "," Learning of visual modules from examples: a framework for understanding adaptive visual performance. ",""," 56 "," 22-30. "," (1992a). "," Computer Vision, Graphics, and Image Processing: Image Understanding, ","","","","","",""
"468","poggio1992b"," T. Poggio, S. Edelman, and M. Fahle. "," Learning of visual modules from examples: A framework for understanding adaptive visual performance. CVGIP: Image Understanding, Special Issue on Purposive, Qualitative, Active Vision, ",""," 56 "," 22-30, "," 1992. ","","",""," Y. Aloimonos (Ed.), ","","",""
"469","pope1992a"," S. T. Pope and L. E. "," Fahl en, Building sound into a virtual environment, ","","",""," Dec. "," in Proceedings of the 5th MultiG Workshop, ","","","","",""," (Stockholm, Sweden), "
"470","shapiro1980a"," S. C. Shapiro. "," Review of Fahlman, Scott NETL: A system for representing and using real-world knowledge. "," American Journal of Computational Linguistics, "," 6(3) "," 183-186, "," 1980. ","","","","","","",""
"471","steele1984a"," Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. "," Common Lisp: The Language. ","","",""," 1984. ","",""," Digital Press, ","","",""," Burlington, Massachusetts, "
"472","steele1984a"," Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. "," Common Lisp: The Language. ","","",""," 1984. ","",""," Digital Press, ","","",""," Burlington, Massachusetts, "
"473","steele1984a"," Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, and Daniel L. Weinreb. "," Common Lisp: The Language. ","","",""," 1984. ","",""," Digital Press, ","","",""," Burlington, Massachusetts, "
"474","steele1990a"," Steele, Guy L., Jr., Fahlman, Scott E., Gabriel, Richard P., Moon, David A., Weinreb, Daniel L., Bobrow, Daniel G., DeMichiel, Linda G., Keene, Sonya E., Kiczales, Gregor, Perdue, Crispin, Pitman, Kent M., Waters, Richard C., and White, Jon L. "," Common Lisp: The Language (Second Edition). ","","",""," 1990). ","",""," Digital Press (Bedford, ","","",""," Massachusetts, "
"475","steele1990a"," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. ","","","",""," 1990. ",""," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Digital Press, ","","",""," Bedford, Massachusetts, "
"476","steele1990a"," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. ","","","",""," 1990. ",""," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Digital Press, ","","",""," Bedford, Massachusetts, "
"477","steele1990a"," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. ","","","",""," 1990. ",""," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Digital Press, ","","",""," Bedford, Massachusetts, "
"478","steele1990a"," Common Lisp: The Language (Second Edition). By Guy L. Steele Jr., Scott E. Fahlman, Richard P. Gabriel, David A. Moon, Daniel L. Weinreb, Daniel G. Bobrow, Linda G. DeMichiel, Sonya E. Keene, Gregor Kiczales, Crispin Perdue, Kent M. Pitman, Richard C. Waters, and Jon L White. ","","","",""," 1990. ",""," ISBN 1-55558-041-6. Steele and Gabriel, Evolution of Lisp 72 "," Digital Press, ","","",""," Bedford, Massachusetts, "
"479","sudholt1992a"," S udholt, M. and Steigner, C. "," On interprocedural data flow analysis for object oriented languages. ","",""," pp. 156-162. "," 1992. "," Proceedings of the Fourth International Conference on Compiler Construction,"," volume 641 of Lecture Notes in Computer Science, (Paderborn,  Germany, Oct.). "," Springer-Verlag,"," In Kastens,  U. and Pfahler, P., Eds., ","",""," Berlin, Germany, "
"480","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S Dzroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," The monk's problems a performance comparison of different learning algorihms. ","","",""," December ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"481","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski andS.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang. "," The monk's problems: A performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"482","thrun1991a"," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzerowski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J., "," The MONKS Problems: A Performance Comparison of Different Learning Algorithms, ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," (revised version), "," Pittsburgh, PA, "
"483","thrun1991a"," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzerowski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J., and Zhang, J., "," The MONKS Problems: A Performance Comparison of Different Learning Algorithms, ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," (revised version), "," Pittsburgh, PA, "
"484","thrun1991a"," Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," The MONK's problems A performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," Technical Report CS-CMU-91-197, ",""
"485","thrun1991a"," Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michal-ski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," The MONK's problems A performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," Technical Report CS-CMU-91-197, ",""
"486","thrun1991a"," Thrun, S., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K., Dzeroski, S., Fahlman, S., Fisher, D., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R., Mitchell, T., Pachowicz, P., Reich, Y., Vafaie, H., Van de Welde, W., Wenzel, W., Wnek, J., & Zhang, J. "," The MONK's Problem: A Performance Comparison of Different Learning Algorithms. ","","",""," (1991). ","","","",""," Pittsburgh, PA: Carnegie Mellon. "," (Technical Report CMU-CS-91-197), ",""
"487","thrun1991a"," Thrun, S.; Bala, J.; Bloedorn, E.; Bratko, I.; Cestnik, B.; Cheng, J.; De Jong, K.; Dzeroski, S.; Fahlman, S.; Fisher, D.; Hamann, R.; Kaufman, K.; Keller, S.; Kononenko, I.; Kreuziger, J.; Michalski, R.; Mitchell, T.; Pachowicz, P.; Reich, Y.; Vafaie, H.; de Weldel, W. V.; Wenzel, W.; Wnek, J.; and Zhang, J. "," The monk's problems: A performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University. "," Technical Report CMU-CS-91-197, ",""
"488","thrun1991a"," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnik, B., Cheng, J., De Jong, K.A., Dzeroski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J. and Zhang, J., ","   The MONK's problems: A Performance Comparison of Different Learning Algorithms, ","","",""," December l991. "," Computer Science Reports, ","","",""," CMU-CS-91-197, Carnegie Mellon University, ",""," Pittsburgh, PA, "
"489","thrun1991a"," Thrun, S.B., Bala, J., Bloedorn, E., Bratko, I., Cestnink, B., Cheng, J., DeJong, K.A., Dzeroski, S., Fahlman, S.E., Hamann, R., Kaufman, K., Keller, S., Kononenko, I., Kreuziger, J., Michalski, R.S., Mitchell, T., Pachowicz, P., Vafaie, H., Van de Velde, W., Wenzel, W., Wnek, J. and Zhang, J., ","   The MONK's Problems: A Performance Comparison of Different Learning Algorithms, ","","",""," December ","","","",""," Carnegie Mellon University, "," Technical Report, ",""
"490","thrun1991a"," S. B. Thrun, J. Bala, E. Bloendorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. D^zeroski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kauf-man, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T. Mitchell, P. Pachovicz, Y. Re-ich, H. Vafaie, W. Van de Welde, W. Wentzel, J. Wnek, and J. Zhang. "," The monk's problems a performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," School of Computer Science, Carnegie-Mellon University., USA, "," Technical Report CMU-CS-91-197, ",""
"491","thrun1991a"," S. B. Thrun, J. Bala, E. Bloendorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. D^zeroski, S. E. Fahlman, D. Fisher, R. Hamann, K. Kauf-man, S. Keller, I. Kononenko, J. Kreuziger, R. S. Michalski, T. Mitchell, P. Pachovicz, Y. Re-ich, H. Vafaie, W. Van de Welde, W. Wentzel, J. Wnek, and J. Zhang. "," The monk's problems a performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," School of Computer Science, Carnegie-Mellon University., "," Technical Report CMU-CS-91-197, "," Pittsburgh, PA - USA, "
"492","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S Dzroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Re-ich H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang. "," The monk's problems a performance comparison of different learning algorihms. ","","",""," December ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"493","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Welde, W. Wenzel, J. Wnek, and J. Zhang, "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," CMU-CD-91-197, Carnegie Mellon University, "," Tech. Report: ",""
"494","thrun1991a"," S.B. Thrun, J. Bala, E. Bloedorn, I. Bratko, B. Cestnik, J. Cheng, K. De Jong, S. Dzeroski, S.E. Fahlman, D. Fisher, R. Hamann, K. Kaufman, S. Keller, I. Kononenko, J. Kreuziger, R.S. Michalski, T. Mitchell, P. Pachowicz, Y. Reich, H. Vafaie, W. Van de Weldel, W. Wenzel, J. Wnek, and J. Zhang. "," The monk's problems: A performance comparison of different learning algorithms. ","","",""," 1991. ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, ",""
"495","thrun1991a"," Sebastian B. Thrun, Jerzy Bala, Eric Bloedorn, Ivan Bratko, Bojan Cestnik, John Cheng, Kenneth De Jong, Saso Dzeroski, Douglas Fisher, Scott E. Fahlman, Rainer Hamann, Kenneth Kaufman, Stefan Keller, Igor Kononenko, Juergen Kreuziger, Ryszard S. Michalski, Tom Mitchell, Peter Pachowicz, Yoram Reich, Haleh Vafaie, Walter Van de Welde, Walter Wenzel, Janusz Wnek, and Jianping Zhang. "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," December ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, "," Pittsburgh, PA, "
"496","thrun1991a"," Sebastian B. Thrun, Jerzy Bala, Eric Bloedorn, Ivan Bratko, Bojan Cestnik, John Cheng, Kenneth De Jong, Saso Dzeroski, Douglas Fisher, Scott E. Fahlman, Rainer Hamann, Kenneth Kaufman, Stefan Keller, Igor Kononenko, Juergen Kreuziger, Ryszard S. Michalski, Tom Mitchell, Peter Pachowicz, Yoram Reich, Haleh Vafaie, Walter Van de Welde, Walter Wenzel, Janusz Wnek, and Jianping Zhang. "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," December ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, "," Pittsburgh, PA, "
"497","thrun1991a"," Sebastian B. Thrun, Jerzy Bala, Eric Bloedorn, Ivan Bratko, Bojan Cestnik, John Cheng, Kenneth De Jong, Saso Dzeroski, Douglas Fisher, Scott E. Fahlman, Rainer Hamann, Kenneth Kaufman, Stefan Keller, Igor Kononenko, Juergen Kreuziger, Ryszard S. Michalski, Tom Mitchell, Peter Pachowicz, Yoram Reich, Haleh Vafaie, Walter Van de Welde, Walter Wenzel, Janusz Wnek, and Jianping Zhang. "," The MONK's problems a performance comparison of different learning algorithms. ","","",""," December ","","","",""," Carnegie Mellon University, "," Technical Report CMU-CS-91-197, "," Pittsburgh, PA, "
